client_email,client_mobile,query_heading,query_description,status,date_raised,date_closed,category
kelly24@example.com,7319989671,Bug Report,Search bar resets randomly.,Closed,2025-06-09,2025-06-13,Bug Report
claytonelizabeth@example.net,3386248064,Payment Failure,Payment success mail delayed.,Closed,2025-03-22,2025-03-24,Billing Problem
kristenvasquez@example.org,3378854990,Login Issue,Login page taking too long to load.,Closed,2025-03-04,2025-03-15,Bug Report
pturner@example.org,8750364918,Payment Failure,Need confirmation after retry.,Closed,2025-06-26,2025-06-30,Billing Problem
cfreeman@example.net,1945689312,Payment Failure,Need GST invoice after payment.,Closed,2025-05-10,2025-05-11,Billing Problem
sullivantodd@example.net,5161572576,Subscription Cancellation,Wrong account cancelled.,Closed,2025-06-17,2025-06-20,Subscription Cancellation
hhuffman@example.com,6577697667,Bug Report,Back button doesn’t work.,Closed,2025-03-07,2025-03-10,Bug Report
williamsjoseph@example.org,1886660457,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,2025-04-13,2025-04-15,Subscription Cancellation
stewartsarah@example.net,3922812287,Data Export,Need JSON export option.,Closed,2025-05-22,2025-05-25,Data Export
spena@example.com,9451642464,Feature Request,Include a mobile-first UI option.,Closed,2025-04-17,2025-04-21,Feature Request
catherine88@example.net,3419775433,Technical Support,Freezing during screen load.,Closed,2025-03-02,2025-03-06,Technical Support
lnicholson@example.net,2239984814,Payment Failure,UPI transaction timed out.,Closed,2025-07-16,2025-07-19,Billing Problem
tbanks@example.com,8510312670,Account Suspension,Got a warning mail I don’t understand.,Closed,2025-05-20,2025-05-21,General
scottschultz@example.net,1278541579,Login Issue,Unable to login with correct credentials.,Closed,2025-03-05,2025-03-06,Bug Report
reesechristian@example.com,2642261174,Account Suspension,Need reason for my suspension.,Closed,2025-01-30,2025-02-18,General
justinhumphrey@example.org,5206786840,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,2025-07-14,2025-07-20,Subscription Cancellation
thomasstone@example.net,7438987593,Account Suspension,Need reason for my suspension.,Closed,2025-05-30,2025-05-31,General
sandovaltheresa@example.com,259881219,Payment Failure,Payment success mail delayed.,Closed,2025-02-06,2025-02-20,Billing Problem
annette96@example.org,660837330,Feature Request,Include a mobile-first UI option.,Closed,2025-04-01,2025-04-06,Feature Request
perkinsrenee@example.com,5671544671,Billing Problem,Charged extra on my last invoice.,Closed,2025-03-01,2025-03-03,Bug Report
zacharymckee@example.net,747981990,Login Issue,Cannot log in on mobile app.,Closed,2025-05-08,2025-05-15,Bug Report
jillhowe@example.net,2965342892,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-02-25,2025-03-10,Subscription Cancellation
johnsoncheryl@example.org,3590128782,Account Suspension,Account banned during payment process.,Closed,2025-03-17,2025-03-22,General
elizabeth03@example.net,6558423737,Payment Failure,Payment success mail delayed.,Closed,2025-03-09,2025-03-14,Billing Problem
brenda00@example.org,6142636587,Feature Request,Please add support for dark mode.,Closed,2025-06-30,2025-07-01,Feature Request
antonio24@example.org,3193886176,Login Issue,Unable to login with correct credentials.,Closed,2025-06-02,2025-06-08,Bug Report
yolanda00@example.org,7985765354,Subscription Cancellation,Wrong account cancelled.,Closed,2025-07-20,2025-07-25,Subscription Cancellation
amanda78@example.com,8628643493,Login Issue,Captcha keeps looping during login.,Closed,2025-03-10,2025-03-11,Bug Report
tannermichelle@example.net,6865522423,UI Feedback,Font inconsistent across pages.,Closed,2025-02-22,2025-02-24,UI Feedback
usmith@example.net,9926678169,Bug Report,Sidebar collapses on scroll.,Closed,2025-04-05,2025-04-10,Bug Report
jasminelarson@example.com,4985413599,Feature Request,Add AI auto-suggestions for forms.,Closed,2025-06-12,2025-06-25,Feature Request
kochdustin@example.com,6721980699,Technical Support,Error 500 on accessing dashboard.,Closed,2025-05-05,2025-05-06,Technical Support
sanchezstephen@example.net,4890709061,Login Issue,Account locked after failed attempts.,Closed,2025-07-07,2025-07-23,Bug Report
tcarr@example.net,7763837207,UI Feedback,Dark mode missing in login.,Closed,2025-07-27,2025-07-31,UI Feedback
jyang@example.net,6404208291,Technical Support,Getting JSON decode error.,Closed,2025-07-24,2025-07-27,Technical Support
melanierhodes@example.com,4763912671,Data Export,Fields are missing in exported report.,Closed,2025-07-06,2025-07-07,Data Export
fletcherronnie@example.com,3664870152,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,2025-07-26,2025-08-03,Subscription Cancellation
turnerjill@example.com,468127180,Payment Failure,Payment shows success but app locked.,Closed,2025-07-18,2025-08-02,Billing Problem
matthewmiller@example.org,9606434710,UI Feedback,Error messages not clear enough.,Closed,2025-03-06,2025-03-08,UI Feedback
wintersashley@example.com,7610986464,UI Feedback,Dark mode missing in login.,Closed,2025-02-20,2025-03-01,UI Feedback
jennifersimmons@example.net,3512501209,Subscription Cancellation,App locked after cancellation.,Closed,2025-07-15,2025-07-31,Subscription Cancellation
amy92@example.org,3665748561,Payment Failure,EMI option not available anymore.,Closed,2025-06-01,2025-06-08,Billing Problem
lynnmelissa@example.com,6567402336,Billing Problem,Refund not credited after 7 days.,Opened,2025-05-24,,Bug Report
dsoto@example.com,5139052100,Bug Report,Filter not retaining after refresh.,Closed,2025-03-09,2025-03-19,Bug Report
ucain@example.net,6829153012,Account Suspension,Suspension mail was too vague.,Closed,2025-02-14,2025-02-19,General
timothy84@example.com,1958889762,Feature Request,Need voice assistant for dashboard.,Closed,2025-04-29,2025-04-30,Feature Request
annewilliams@example.org,1204393701,Payment Failure,Card declined despite funds.,Closed,2025-03-28,2025-04-02,Billing Problem
maria14@example.net,4849430547,Account Suspension,How do I appeal a suspension?,Closed,2025-07-03,2025-07-09,General
jsmith@example.com,4384994093,Technical Support,Slow performance during peak hours.,Closed,2025-04-06,2025-04-17,Technical Support
dennis27@example.org,5884745423,Login Issue,Login page taking too long to load.,Closed,2025-03-27,2025-03-31,Bug Report
julielewis@example.net,5956980968,Bug Report,Filter not retaining after refresh.,Closed,2025-06-11,2025-06-26,Bug Report
hobbsthomas@example.org,9716109145,Account Suspension,Suspension mail was too vague.,Closed,2025-06-27,2025-07-08,General
james14@example.net,5030812143,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-06-06,2025-06-14,Bug Report
davidwalsh@example.org,2518103673,Feature Request,Request feature to duplicate projects.,Closed,2025-03-23,2025-03-24,Feature Request
udiaz@example.com,7184585550,Billing Problem,Promo code was not applied.,Closed,2025-07-10,2025-07-13,Bug Report
fernandezmichael@example.com,1848368062,Account Suspension,Support says I’m blacklisted — why?,Closed,2025-06-07,2025-06-14,General
laurajenkins@example.com,7786143238,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,2025-04-14,2025-04-15,Bug Report
mitchellapril@example.com,4664585747,Billing Problem,Incorrect tax calculations.,Closed,2025-02-20,2025-02-23,Bug Report
moniquenichols@example.com,6643001853,Feature Request,Provide more chart types in dashboard.,Closed,2025-06-17,2025-06-19,Feature Request
oburgess@example.net,6380563160,Billing Problem,Refund not credited after 7 days.,Closed,2025-02-02,2025-02-03,Bug Report
jeremy43@example.net,9669670250,Data Export,Need JSON export option.,Closed,2025-04-20,2025-04-27,Data Export
natalie92@example.com,9149533305,Bug Report,Dropdown not loading values.,Closed,2025-07-16,2025-07-20,Bug Report
connorgreen@example.net,3176614891,Login Issue,Captcha keeps looping during login.,Closed,2025-05-13,2025-05-19,Bug Report
laura49@example.org,2136909347,Billing Problem,Invoice PDF is missing this month.,Closed,2025-04-21,2025-05-01,Bug Report
jjohnson@example.org,352288007,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2025-02-17,2025-02-19,Subscription Cancellation
dharrison@example.net,588189791,Data Export,Filters not applying in exported data.,Closed,2025-04-12,2025-04-14,Data Export
krystalhale@example.org,743069965,Billing Problem,Late fee charged wrongly.,Closed,2025-02-27,2025-03-11,Bug Report
anthonyprince@example.org,9639694251,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,2025-05-21,2025-05-22,Bug Report
ashleymaxwell@example.org,7486994454,Login Issue,Captcha keeps looping during login.,Closed,2025-05-13,2025-05-14,Bug Report
lisafry@example.com,7196911037,Payment Failure,Didn’t receive invoice after payment.,Closed,2025-05-31,2025-06-04,Billing Problem
ashleyrobertson@example.com,9950570813,Data Export,Filters not applying in exported data.,Closed,2025-03-19,2025-03-24,Data Export
waltersolis@example.net,7692384200,Billing Problem,Promo code was not applied.,Closed,2025-06-01,2025-06-05,Bug Report
aking@example.org,6917802015,Feature Request,Requesting PDF report generation.,Closed,2025-06-26,2025-07-03,Feature Request
hunterjohn@example.com,5942595306,Bug Report,Check/uncheck box not saving state.,Closed,2025-06-22,2025-06-25,Bug Report
ruben36@example.net,2355496389,Account Suspension,My account was suspended without notice.,Closed,2025-02-12,2025-02-24,General
tylercurtis@example.com,7056728878,Payment Failure,Card declined despite funds.,Closed,2025-04-12,2025-04-27,Billing Problem
richard75@example.com,1180212418,Technical Support,White screen on startup.,Closed,2025-06-11,2025-06-19,Technical Support
carolyndickson@example.com,5850698411,Account Suspension,Need clarification on temporary lockout.,Closed,2025-07-12,2025-07-16,General
robyn39@example.net,8604021377,Data Export,Need monthly data dump in CSV.,Closed,2025-05-29,2025-06-03,Data Export
millerjames@example.net,5477683440,Technical Support,Settings not saving properly.,Closed,2025-06-19,2025-06-27,Technical Support
cassandrabeck@example.org,9025523027,Feature Request,Need in-app video tutorials.,Closed,2025-07-08,2025-07-19,Feature Request
drodriguez@example.com,2635101017,Account Suspension,My account was suspended without notice.,Closed,2025-04-18,2025-04-21,General
stuartgarrett@example.org,1525347463,Technical Support,Freezing during screen load.,Closed,2025-07-18,2025-07-25,Technical Support
susan62@example.com,3776088361,Feature Request,Can we have auto-save for drafts?,Closed,2025-03-02,2025-03-17,Feature Request
pamela38@example.net,8207971157,Bug Report,Form validation not working properly.,Closed,2025-06-24,2025-06-25,Bug Report
kelly34@example.org,9560963991,Feature Request,Ability to bulk edit entries needed.,Closed,2025-05-06,2025-05-15,Feature Request
steve18@example.org,7597220401,Login Issue,Account locked after failed attempts.,Closed,2025-04-19,2025-04-20,Bug Report
pottstracy@example.net,1682145478,Login Issue,Captcha keeps looping during login.,Closed,2025-07-12,2025-07-22,Bug Report
pmathis@example.org,287362969,Technical Support,Can’t install latest update.,Closed,2025-05-24,2025-05-27,Technical Support
uperez@example.net,8493353456,Billing Problem,Billing cycle was reset unexpectedly.,Closed,2025-07-25,2025-07-31,Bug Report
vgross@example.org,4017028924,UI Feedback,Alignment issues in forms.,Closed,2025-06-08,2025-06-13,UI Feedback
kenneth46@example.net,9077446487,Technical Support,Live chat not launching.,Closed,2025-04-02,2025-04-04,Technical Support
whitecaroline@example.net,4209962844,Bug Report,Back button doesn’t work.,Closed,2025-04-18,2025-04-22,Bug Report
jessemorales@example.net,4417283318,Data Export,Fields are missing in exported report.,Closed,2025-06-02,2025-06-07,Data Export
ibarracaleb@example.net,719058782,Feature Request,Need voice assistant for dashboard.,Closed,2025-05-11,2025-05-22,Feature Request
jessica96@example.net,860906578,Feature Request,Please add support for dark mode.,Closed,2025-07-02,2025-07-12,Feature Request
davidmendoza@example.com,6908136727,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,2025-06-19,2025-06-20,Subscription Cancellation
lopezrebecca@example.net,4724446330,UI Feedback,Graphs too compressed on mobile view.,Closed,2025-07-21,2025-07-28,UI Feedback
ambermiller@example.com,3754223816,Account Suspension,How do I appeal a suspension?,Closed,2025-02-14,2025-02-16,General
tcollins@example.com,8935586996,Bug Report,Reports section not opening.,Closed,2025-03-25,2025-04-01,Bug Report
millerlisa@example.com,5101160739,Payment Failure,Charged twice for one payment.,Closed,2025-04-02,2025-04-06,Billing Problem
sara89@example.com,5952190668,Subscription Cancellation,Data wiped immediately after cancel.,Closed,2025-04-10,2025-04-21,Subscription Cancellation
antonio38@example.net,2421626296,Login Issue,Session expires immediately after login.,Closed,2025-03-05,2025-03-08,Bug Report
nicoleboyer@example.com,7833218984,Login Issue,Account locked after failed attempts.,Closed,2025-05-16,2025-05-25,Bug Report
morriskevin@example.org,4728327519,Subscription Cancellation,Wrong account cancelled.,Closed,2025-05-24,2025-05-25,Subscription Cancellation
iholmes@example.net,7376277177,Subscription Cancellation,Data wiped immediately after cancel.,Closed,2025-06-27,2025-06-28,Subscription Cancellation
erangel@example.com,5422515155,Data Export,Need export in regional time zone.,Closed,2025-02-28,2025-03-07,Data Export
julielang@example.org,3407488605,Feature Request,Save filter views for reuse.,Closed,2025-05-10,2025-05-17,Feature Request
cbryant@example.org,4132533662,Billing Problem,Need clarification on currency charges.,Closed,2025-03-01,2025-03-04,Bug Report
evanspaige@example.org,7413681647,Bug Report,Tab focus jumps incorrectly.,Closed,2025-03-04,2025-03-05,Bug Report
madeline07@example.com,5301852983,Payment Failure,Payment gateway not redirecting.,Closed,2025-02-09,2025-02-10,Billing Problem
sarahbaker@example.org,2376969863,Bug Report,Form validation not working properly.,Closed,2025-03-13,2025-03-23,Bug Report
eanderson@example.com,1499660237,UI Feedback,Alignment issues in forms.,Closed,2025-02-27,2025-03-04,UI Feedback
scott74@example.net,261171350,Data Export,Export button missing from UI.,Opened,2025-04-27,,Data Export
kennethmorgan@example.net,2440538731,Login Issue,Error 401 appearing on login.,Closed,2025-04-06,2025-04-07,Bug Report
robert89@example.org,965189408,Subscription Cancellation,Need proof of cancellation for records.,Closed,2025-06-10,2025-06-16,Subscription Cancellation
bpadilla@example.org,5927618398,Data Export,Data export not matching preview.,Closed,2025-06-14,2025-06-26,Data Export
jordanvang@example.org,2834390385,Billing Problem,Incorrect tax calculations.,Closed,2025-06-22,2025-06-27,Bug Report
awalker@example.org,8982479380,UI Feedback,Icons not intuitive.,Closed,2025-06-03,2025-06-16,UI Feedback
timothyhensley@example.com,2179554026,Login Issue,Captcha keeps looping during login.,Closed,2025-05-10,2025-05-12,Bug Report
joseph41@example.net,502990749,Technical Support,White screen on startup.,Closed,2025-04-26,2025-04-28,Technical Support
catherine24@example.net,7960521687,Billing Problem,Invoice still shows old company name.,Closed,2025-03-12,2025-03-15,Bug Report
robertsheather@example.org,1538818470,Payment Failure,Payment success mail delayed.,Closed,2025-04-21,2025-04-23,Billing Problem
livingstonemily@example.org,8319245349,Billing Problem,Promo code was not applied.,Closed,2025-06-03,2025-06-08,Bug Report
donald27@example.org,4057057198,Payment Failure,Didn’t receive invoice after payment.,Closed,2025-07-11,2025-07-28,Billing Problem
christopher36@example.com,3384420778,Subscription Cancellation,Cancel option not visible in settings.,Closed,2025-02-09,2025-02-10,Subscription Cancellation
lisa29@example.com,8932660809,Billing Problem,Late fee charged wrongly.,Closed,2025-06-03,2025-06-09,Bug Report
jacobjoyce@example.net,1288486729,UI Feedback,Sidebar hides important links.,Closed,2025-06-23,2025-07-02,UI Feedback
andrea50@example.com,5900678136,Feature Request,Requesting PDF report generation.,Closed,2025-03-09,2025-03-22,Feature Request
jamiedeleon@example.com,7687258178,Account Suspension,Can’t access services due to ban.,Closed,2025-03-10,2025-03-11,General
craig22@example.org,4195122320,UI Feedback,Sidebar hides important links.,Closed,2025-04-09,2025-04-11,UI Feedback
ujones@example.org,109555785,Login Issue,Login working on browser but not app.,Closed,2025-06-21,2025-06-25,Bug Report
gabriellasmith@example.com,6206212615,Data Export,Export email not received.,Closed,2025-07-09,2025-07-17,Data Export
waynesmith@example.com,471784532,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,2025-02-24,2025-03-04,Bug Report
lfoley@example.net,6261592270,Login Issue,Error 401 appearing on login.,Closed,2025-05-11,2025-05-14,Bug Report
wholt@example.net,1259557244,Login Issue,Account locked after failed attempts.,Closed,2025-04-06,2025-04-07,Bug Report
amandamartin@example.org,9030911616,Account Suspension,How do I appeal a suspension?,Closed,2025-03-20,2025-04-03,General
christopher00@example.com,1474364008,Login Issue,Getting 'user not found' even with valid ID.,Closed,2025-02-26,2025-03-03,Bug Report
jacksonchristopher@example.com,2237534588,Technical Support,Live chat not launching.,Closed,2025-03-28,2025-04-09,Technical Support
renee63@example.net,2032059310,Bug Report,Exported file missing columns.,Closed,2025-06-09,2025-06-10,Bug Report
miguelyoung@example.net,1469972716,Login Issue,App logs me out automatically.,Closed,2025-06-17,2025-06-20,Bug Report
sbennett@example.net,6130255329,UI Feedback,Dark mode missing in login.,Closed,2025-03-04,2025-03-07,UI Feedback
longsandra@example.com,4133687473,Bug Report,Date selector not responsive.,Closed,2025-04-05,2025-04-09,Bug Report
cdavis@example.net,7199063015,Account Suspension,Unjustified account suspension request.,Closed,2025-02-17,2025-02-18,General
gmalone@example.com,680209519,Billing Problem,Invoice still shows old company name.,Closed,2025-06-03,2025-06-04,Bug Report
xboone@example.org,7433540608,Bug Report,Page crashes on click of ‘submit’.,Closed,2025-06-16,2025-06-19,Bug Report
sydney73@example.com,8150437632,Technical Support,App crashes after update.,Closed,2025-02-14,2025-02-21,Technical Support
chandlerjonathan@example.net,6529792286,Data Export,Filters not applying in exported data.,Closed,2025-06-27,2025-06-29,Data Export
connieshields@example.com,4965009996,Bug Report,Exported file missing columns.,Closed,2025-02-11,2025-02-14,Bug Report
heatherking@example.org,3827707779,Payment Failure,Payment gateway not redirecting.,Closed,2025-07-21,2025-07-31,Billing Problem
derrickwalker@example.net,9067274889,UI Feedback,Error messages not clear enough.,Closed,2025-04-21,2025-04-23,UI Feedback
fdorsey@example.net,3973733498,Bug Report,Back button doesn’t work.,Closed,2025-03-27,2025-04-07,Bug Report
wandaandrade@example.com,5180100166,Feature Request,Add folder structure to organize data.,Closed,2025-04-15,2025-04-20,Feature Request
alanreyes@example.org,3907649222,Account Suspension,Suspension mail was too vague.,Closed,2025-05-16,2025-05-18,General
garciakristen@example.net,818341090,Data Export,Filters not applying in exported data.,Closed,2025-07-05,2025-07-10,Data Export
browntammy@example.org,6119467928,Bug Report,Date selector not responsive.,Closed,2025-04-05,2025-04-14,Bug Report
jonesandrew@example.com,288312080,Feature Request,Suggesting calendar integration.,Closed,2025-01-30,2025-02-17,Feature Request
cwyatt@example.com,1013160593,Technical Support,App crashes after update.,Closed,2025-02-10,2025-02-12,Technical Support
andrea33@example.com,6638730781,Data Export,Auto-export not working on Fridays.,Closed,2025-03-26,2025-04-06,Data Export
joseph73@example.org,5644403365,Feature Request,Requesting PDF report generation.,Closed,2025-07-10,2025-07-15,Feature Request
roy27@example.net,9160152137,Billing Problem,Billed for a cancelled plan.,Closed,2025-05-23,2025-05-24,Bug Report
whiteryan@example.com,3252700487,Bug Report,Reports section not opening.,Closed,2025-02-13,2025-02-21,Bug Report
whitejerry@example.net,8828670251,Billing Problem,Bill shows usage I didn’t make.,Closed,2025-03-10,2025-03-16,Bug Report
arianacoleman@example.net,4229186200,Bug Report,Form validation not working properly.,Closed,2025-06-02,2025-06-04,Bug Report
robinrice@example.org,9401431165,UI Feedback,Too many clicks to perform actions.,Closed,2025-07-01,2025-07-10,UI Feedback
jennifergonzalez@example.net,714430912,Bug Report,Reports section not opening.,Closed,2025-07-08,2025-07-09,Bug Report
johnnyshaw@example.net,659863385,Login Issue,Login page taking too long to load.,Closed,2025-05-20,2025-05-23,Bug Report
joelvasquez@example.com,4478287751,Data Export,Fields are missing in exported report.,Closed,2025-04-26,2025-05-01,Data Export
xbrown@example.com,714940445,Payment Failure,Didn’t receive invoice after payment.,Closed,2025-07-01,2025-07-07,Billing Problem
hclark@example.org,4932055499,Subscription Cancellation,Cancel option not visible in settings.,Closed,2025-07-22,2025-07-26,Subscription Cancellation
zthomas@example.net,8671127082,Account Suspension,Can’t access services due to ban.,Closed,2025-02-21,2025-02-28,General
oross@example.com,7529235333,Login Issue,Login working on browser but not app.,Closed,2025-06-28,2025-06-29,Bug Report
fullerelizabeth@example.com,6042158495,Payment Failure,EMI option not available anymore.,Closed,2025-05-02,2025-05-18,Billing Problem
jennyjohnson@example.com,1827386138,Account Suspension,Unjustified account suspension request.,Closed,2025-04-28,2025-05-03,General
bfoley@example.com,7777705244,Data Export,Exported PDF looks blank.,Closed,2025-05-16,2025-05-17,Data Export
makaylapage@example.org,2384302132,Billing Problem,Invoice PDF is missing this month.,Closed,2025-05-29,2025-06-01,Bug Report
samuelbennett@example.org,6241909789,Feature Request,Include a mobile-first UI option.,Closed,2025-07-24,2025-07-29,Feature Request
dunnbreanna@example.com,9750806154,Technical Support,Application showing version mismatch.,Closed,2025-06-01,2025-06-02,Technical Support
cmclean@example.com,5599197472,Feature Request,Provide more chart types in dashboard.,Closed,2025-06-28,2025-06-29,Feature Request
vincent60@example.com,9096746519,Login Issue,Login working on browser but not app.,Closed,2025-02-23,2025-02-24,Bug Report
garyshaffer@example.com,5539775487,Billing Problem,Bill shows usage I didn’t make.,Closed,2025-06-22,2025-06-26,Bug Report
ybass@example.org,2525275777,Feature Request,Would like push notifications for updates.,Closed,2025-06-10,2025-06-16,Feature Request
heidiortiz@example.com,2745352531,Technical Support,Getting JSON decode error.,Closed,2025-05-01,2025-05-14,Technical Support
wmontoya@example.org,1772370775,Feature Request,Save filter views for reuse.,Closed,2025-03-07,2025-03-09,Feature Request
justinfox@example.org,1209303754,Billing Problem,Charged extra on my last invoice.,Closed,2025-05-29,2025-05-31,Bug Report
ashleyhudson@example.com,7076388862,Data Export,Export feature is not generating files.,Closed,2025-04-03,2025-04-06,Data Export
beth09@example.org,554857415,Bug Report,Exported file missing columns.,Closed,2025-03-30,2025-03-31,Bug Report
whitney97@example.com,4382538710,Billing Problem,Bill shows usage I didn’t make.,Closed,2025-04-09,2025-04-16,Bug Report
codyruiz@example.org,8276183214,Billing Problem,Unable to update billing address.,Closed,2025-04-10,2025-04-11,Bug Report
bmccoy@example.org,4883995423,Feature Request,Provide more chart types in dashboard.,Closed,2025-03-10,2025-03-23,Feature Request
stacy05@example.org,9389844330,Feature Request,Suggesting calendar integration.,Closed,2025-06-27,2025-07-03,Feature Request
annevillanueva@example.com,8145788570,Subscription Cancellation,Still charged after cancellation.,Closed,2025-07-18,2025-07-28,Subscription Cancellation
olivia67@example.net,7892975975,Bug Report,Exported file missing columns.,Closed,2025-03-03,2025-03-04,Bug Report
sandy46@example.org,8445443147,UI Feedback,Mobile responsiveness needs improvement.,Closed,2025-07-02,2025-07-06,UI Feedback
petershepherd@example.com,1774512258,Billing Problem,Bill shows usage I didn’t make.,Closed,2025-03-22,2025-04-02,Bug Report
fmorgan@example.net,2077693125,Billing Problem,Refund not credited after 7 days.,Closed,2025-07-09,2025-07-25,Bug Report
douglaswilliams@example.org,7717209893,Feature Request,Provide more chart types in dashboard.,Closed,2025-07-07,2025-07-11,Feature Request
iwashington@example.net,1646562018,Payment Failure,Need GST invoice after payment.,Closed,2025-04-11,2025-04-15,Billing Problem
qpark@example.org,1350262416,Bug Report,Reports section not opening.,Closed,2025-05-15,2025-05-18,Bug Report
danny97@example.com,7679280111,Login Issue,Two-factor authentication is not sending code.,Closed,2025-06-11,2025-06-12,Bug Report
durhambrittany@example.net,3271165475,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2025-02-09,2025-02-14,Subscription Cancellation
cheryldeleon@example.org,9597180791,Billing Problem,Not receiving monthly bills via email.,Closed,2025-04-06,2025-04-07,Bug Report
welchbrian@example.net,7176770213,Feature Request,Request feature to duplicate projects.,Closed,2025-02-19,2025-02-24,Feature Request
morenovictor@example.com,6002893875,Bug Report,Reports section not opening.,Closed,2025-03-30,2025-03-31,Bug Report
eduardocruz@example.net,4442309531,Data Export,Filters not applying in exported data.,Closed,2025-02-11,2025-02-12,Data Export
josephwright@example.com,4085124930,UI Feedback,Table headers not sticky.,Opened,2025-07-15,,UI Feedback
imcdaniel@example.com,6661394423,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-05-25,2025-05-27,Subscription Cancellation
thomasfreeman@example.net,8088041530,Feature Request,Need in-app video tutorials.,Closed,2025-06-29,2025-07-08,Feature Request
douglas31@example.org,2346406516,UI Feedback,Sidebar hides important links.,Closed,2025-03-30,2025-04-10,UI Feedback
katiemathis@example.net,3062212225,Billing Problem,Duplicate transaction found.,Closed,2025-07-23,2025-07-25,Bug Report
ajohnson@example.net,4394734918,Feature Request,Request feature to duplicate projects.,Closed,2025-06-04,2025-06-07,Feature Request
mallory41@example.com,7256221117,Payment Failure,Payment gateway not redirecting.,Closed,2025-03-16,2025-03-20,Billing Problem
vpruitt@example.com,6540246273,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-02-23,2025-03-03,Subscription Cancellation
tristan11@example.net,8246789310,UI Feedback,Table headers not sticky.,Closed,2025-04-11,2025-04-17,UI Feedback
elizabethhenry@example.com,1094474087,Technical Support,Download button is inactive.,Opened,2025-02-10,,Technical Support
austin46@example.org,7250653052,Feature Request,Please add support for dark mode.,Closed,2025-02-02,2025-02-03,Feature Request
aaronpearson@example.net,4183421596,UI Feedback,Alignment issues in forms.,Closed,2025-04-01,2025-04-05,UI Feedback
grodriguez@example.org,5069855390,Bug Report,Tab focus jumps incorrectly.,Closed,2025-06-23,2025-06-24,Bug Report
alicia55@example.com,3721206037,Technical Support,Freezing during screen load.,Closed,2025-02-09,2025-02-17,Technical Support
sloanadrian@example.net,133442260,UI Feedback,Color scheme hard to read in sunlight.,Closed,2025-05-30,2025-06-14,UI Feedback
mackvalerie@example.org,4565960859,Account Suspension,Suspension mail was too vague.,Closed,2025-02-11,2025-02-24,General
lberger@example.net,2998822500,UI Feedback,Buttons overlap on smaller screens.,Closed,2025-07-04,2025-07-09,UI Feedback
javiermarshall@example.org,1001955075,Bug Report,Unable to delete old entries.,Closed,2025-05-13,2025-05-15,Bug Report
harrisonmike@example.org,6406076318,Account Suspension,Need help lifting restrictions.,Closed,2025-05-26,2025-05-27,General
michelle84@example.com,4896733701,UI Feedback,Tooltips not displaying on hover.,Closed,2025-05-26,2025-05-30,UI Feedback
dominguezdavid@example.net,778919226,Technical Support,Live chat not launching.,Closed,2025-02-20,2025-02-21,Technical Support
nicholaslucas@example.net,544699618,Technical Support,Application showing version mismatch.,Closed,2025-03-20,2025-03-27,Technical Support
trichards@example.org,1491829457,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-02-15,2025-02-16,Subscription Cancellation
twallace@example.net,4770308235,Account Suspension,Got a warning mail I don’t understand.,Closed,2025-05-24,2025-05-26,General
brandonalvarez@example.net,5408041626,Bug Report,Search bar resets randomly.,Closed,2025-02-18,2025-02-20,Bug Report
jlewis@example.net,8417519452,Subscription Cancellation,Received cancellation email but charged again.,Closed,2025-07-01,2025-07-14,Subscription Cancellation
jason59@example.net,1200603270,UI Feedback,Dark mode missing in login.,Closed,2025-07-04,2025-07-05,UI Feedback
sperry@example.org,5597750096,Login Issue,Seeing 'invalid session token' error.,Closed,2025-06-01,2025-06-05,Bug Report
byrdbryan@example.com,7740478367,Technical Support,Cannot upload files to cloud.,Closed,2025-06-09,2025-06-15,Technical Support
joneskelsey@example.net,2951003380,Payment Failure,Bank transaction shows pending.,Closed,2025-05-16,2025-05-20,Billing Problem
audreyreynolds@example.org,750964138,Bug Report,Back button doesn’t work.,Closed,2025-06-10,2025-06-14,Bug Report
anthony50@example.com,2059946256,Account Suspension,Can I restore my data after suspension?,Closed,2025-05-29,2025-05-30,General
tpatrick@example.org,8462514832,Payment Failure,Payment success mail delayed.,Closed,2025-06-06,2025-06-20,Billing Problem
ncook@example.com,663370361,UI Feedback,Dropdowns too close together.,Closed,2025-01-31,2025-02-05,UI Feedback
ascott@example.net,5013895882,Technical Support,Graphs not rendering properly.,Closed,2025-03-16,2025-03-17,Technical Support
hjohnston@example.org,2516044925,Billing Problem,Billed for a cancelled plan.,Closed,2025-04-17,2025-04-21,Bug Report
alexis24@example.org,4816248793,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2025-04-27,2025-05-01,Subscription Cancellation
